date,model,ticker,pred_len,portfolio_value,top_5_portfolio,least_5_portfolio,top_5_up,top_5_down,market,data_type,portfolio_ratio,Final Portfolio Value
2025-03-26,lightGBM,ALL,20,116223.9239784572,"AAPL, AMD, MSFT, NFLX, AMZN","AMD, NVDA, INTC, NFLX, MSFT","AMZN, TSLA, NVDA, GOOGL, NFLX","NVDA, AMZN, NFLX, GOOGL, META",NASDAQ,general,"[0.51, 0.84, 0.05, 0.21, 0.43]",1.1622
2025-03-27,lightGBM,ALL,20,116223.9239784572,"GOOGL, MSFT, INTC, META, NVDA","AMD, META, GOOGL, NVDA, AAPL","NFLX, MSFT, AMD, AAPL, TSLA","NVDA, AMD, INTC, GOOGL, NFLX",NASDAQ,general,"[0.81, 0.97, 0.17, 0.73, 0.96]",1.1622
2025-03-28,lightGBM,ALL,20,116223.9239784572,"NFLX, NVDA, AMZN, AMD, INTC","AMZN, AMD, NFLX, AAPL, TSLA","TSLA, INTC, AMZN, MSFT, NVDA","INTC, NVDA, TSLA, MSFT, AAPL",NASDAQ,general,"[0.67, 0.52, 0.42, 0.03, 0.68]",1.1622
2025-03-29,lightGBM,ALL,20,116223.9239784572,"META, NVDA, AAPL, AMZN, NFLX","META, NFLX, AMZN, MSFT, TSLA","MSFT, INTC, AAPL, TSLA, AMZN","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.86, 0.94, 0.37, 0.55, 0.15]",1.1622
2025-03-30,lightGBM,ALL,20,116223.9239784572,"TSLA, INTC, NVDA, GOOGL, AMZN","TSLA, AMZN, INTC, META, NFLX","AMZN, INTC, NFLX, TSLA, AAPL","AMD, NVDA, TSLA, AAPL, NFLX",NASDAQ,general,"[0.01, 0.71, 0.44, 0.89, 0.33]",1.1622
2025-03-31,lightGBM,ALL,20,116223.9239784572,"META, INTC, GOOGL, NVDA, MSFT","AAPL, MSFT, AMD, TSLA, META","AMD, MSFT, INTC, NFLX, AAPL","META, AMD, NFLX, AAPL, AMZN",NASDAQ,general,"[0.81, 0.09, 0.03, 0.33, 0.75]",1.1622
2025-04-01,lightGBM,ALL,20,116223.9239784572,"NFLX, MSFT, AMZN, INTC, AAPL","AAPL, MSFT, NVDA, GOOGL, META","NFLX, AMZN, GOOGL, AAPL, TSLA","AAPL, META, INTC, TSLA, AMZN",NASDAQ,general,"[0.91, 0.92, 0.82, 0.1, 0.8]",1.1622
2025-04-02,lightGBM,ALL,20,116223.9239784572,"AMZN, MSFT, NVDA, AAPL, GOOGL","NVDA, NFLX, INTC, MSFT, TSLA","NFLX, AMD, AMZN, NVDA, MSFT","AAPL, AMD, MSFT, INTC, META",NASDAQ,general,"[0.7, 0.3, 0.36, 0.6, 0.38]",1.1622
2025-04-03,lightGBM,ALL,20,183458.252619738,"AMZN, AMD, NFLX, GOOGL, META","MSFT, NVDA, META, AAPL, TSLA","MSFT, AMD, INTC, NFLX, AMZN","AMZN, AAPL, MSFT, GOOGL, NVDA",NASDAQ,general,"[0.64, 0.8, 0.51, 0.06, 0.83]",1.8346
2025-04-04,lightGBM,ALL,20,183458.252619738,"AMZN, TSLA, GOOGL, NFLX, INTC","AAPL, MSFT, AMD, TSLA, META","AMD, MSFT, INTC, NFLX, AAPL","GOOGL, INTC, NFLX, TSLA, NVDA",NASDAQ,general,"[0.8, 0.94, 0.32, 0.29, 0.23]",1.8346
2025-04-05,lightGBM,ALL,20,183458.252619738,"GOOGL, NFLX, NVDA, AMD, MSFT","AAPL, AMD, META, AMZN, NVDA","GOOGL, META, AAPL, TSLA, INTC","NFLX, NVDA, GOOGL, MSFT, AMD",NASDAQ,general,"[0.6, 0.36, 0.84, 0.78, 0.38]",1.8346
2025-04-06,lightGBM,ALL,20,183458.252619738,"TSLA, INTC, NVDA, GOOGL, AMZN","META, AMZN, NVDA, AMD, INTC","INTC, NFLX, GOOGL, AMZN, MSFT","NVDA, MSFT, AMZN, NFLX, TSLA",NASDAQ,general,"[0.62, 0.04, 0.47, 0.2, 0.34]",1.8346
2025-04-07,lightGBM,ALL,20,183458.252619738,"NFLX, MSFT, NVDA, TSLA, INTC","META, NVDA, AAPL, GOOGL, MSFT","AAPL, GOOGL, NVDA, META, INTC","AAPL, AMD, MSFT, INTC, META",NASDAQ,general,"[0.83, 0.8, 0.97, 0.79, 0.12]",1.8346
2025-04-08,lightGBM,ALL,20,183458.252619738,"AMZN, AAPL, NFLX, TSLA, GOOGL","META, INTC, AMZN, TSLA, NFLX","NFLX, INTC, META, AAPL, GOOGL","MSFT, AMD, INTC, META, NVDA",NASDAQ,general,"[0.15, 0.14, 0.49, 0.81, 0.5]",1.8346
2025-04-09,lightGBM,ALL,20,183458.252619738,"AMZN, TSLA, AAPL, NVDA, AMD","AAPL, AMD, META, AMZN, NVDA","NFLX, AMD, META, INTC, AAPL","NVDA, NFLX, TSLA, AAPL, MSFT",NASDAQ,general,"[0.64, 0.8, 0.51, 0.06, 0.83]",1.8346
2025-04-10,lightGBM,ALL,20,183458.252619738,"NFLX, GOOGL, AMZN, NVDA, MSFT","META, AAPL, TSLA, NFLX, INTC","NFLX, GOOGL, MSFT, INTC, TSLA","MSFT, AMD, INTC, META, NVDA",NASDAQ,general,"[0.62, 0.0, 0.12, 0.77, 0.9]",1.8346
2025-04-11,lightGBM,ALL,20,183458.252619738,"AMZN, INTC, GOOGL, AMD, NFLX","TSLA, MSFT, AMD, INTC, NVDA","AAPL, MSFT, NFLX, META, AMZN","INTC, NFLX, AMD, AAPL, META",NASDAQ,general,"[0.26, 0.24, 0.98, 0.46, 0.45]",1.8346
2025-04-12,lightGBM,ALL,20,183458.252619738,"MSFT, AMD, GOOGL, NVDA, AMZN","INTC, AAPL, MSFT, NFLX, AMD","MSFT, INTC, AAPL, TSLA, AMZN","NVDA, MSFT, AAPL, META, INTC",NASDAQ,general,"[0.74, 0.45, 0.86, 0.54, 0.14]",1.8346
2025-04-13,lightGBM,ALL,20,183458.252619738,"MSFT, NVDA, AAPL, INTC, GOOGL","MSFT, NFLX, NVDA, META, INTC","AMZN, MSFT, TSLA, AAPL, INTC","META, GOOGL, TSLA, NFLX, INTC",NASDAQ,general,"[0.58, 0.43, 0.93, 0.4, 0.96]",1.8346
2025-04-14,lightGBM,ALL,20,183458.252619738,"INTC, GOOGL, AMZN, NVDA, AMD","AAPL, MSFT, META, AMD, NVDA","AMZN, NFLX, GOOGL, INTC, TSLA","TSLA, AMD, AAPL, META, NVDA",NASDAQ,general,"[0.86, 0.94, 0.37, 0.55, 0.15]",1.8346
2025-04-15,lightGBM,ALL,20,183458.252619738,"AMZN, AMD, INTC, META, TSLA","NVDA, META, MSFT, AAPL, AMZN","TSLA, META, AMZN, GOOGL, AMD","INTC, AAPL, AMD, META, NVDA",NASDAQ,general,"[0.44, 0.48, 0.44, 0.44, 0.52]",1.8346
2025-04-16,lightGBM,ALL,20,183458.252619738,"AMZN, TSLA, AMD, NVDA, META","MSFT, NVDA, META, AAPL, TSLA","META, NVDA, NFLX, AMZN, MSFT","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.42, 0.42, 0.82, 0.96, 0.71]",1.8346
2025-04-17,lightGBM,ALL,20,183458.252619738,"GOOGL, MSFT, INTC, META, NVDA","META, AMZN, NVDA, AMD, INTC","INTC, NFLX, GOOGL, AMZN, MSFT","AMZN, AMD, NVDA, GOOGL, INTC",NASDAQ,general,"[0.91, 0.75, 0.1, 0.53, 0.9]",1.8346
2025-04-18,lightGBM,ALL,20,183458.252619738,"AAPL, TSLA, META, NVDA, NFLX","AMD, NVDA, INTC, NFLX, MSFT","INTC, META, NFLX, AMD, GOOGL","AMZN, AMD, NVDA, GOOGL, INTC",NASDAQ,general,"[0.37, 0.58, 0.57, 0.55, 0.06]",1.8346
2025-01-26,arima,ALL,5,195280.3245077936,"MSFT, INTC, TSLA, AMZN, NFLX","INTC, TSLA, GOOGL, AMD, AAPL","AMD, INTC, META, NVDA, NFLX","MSFT, AMD, INTC, NVDA, GOOGL",NASDAQ,general,"[0.67, 0.52, 0.42, 0.03, 0.68]",1.9528
2025-01-27,arima,ALL,5,195280.3245077936,"MSFT, AAPL, NVDA, NFLX, AMZN","TSLA, INTC, NVDA, GOOGL, META","MSFT, TSLA, AMD, GOOGL, INTC","AAPL, META, INTC, TSLA, AMZN",NASDAQ,general,"[0.31, 0.33, 0.39, 0.56, 0.47]",1.9528
2025-01-28,arima,ALL,5,195280.3245077936,"GOOGL, NVDA, AMD, AAPL, INTC","META, NFLX, AMZN, MSFT, TSLA","AAPL, MSFT, NFLX, META, AMZN","META, GOOGL, TSLA, MSFT, NFLX",NASDAQ,general,"[0.02, 0.83, 0.24, 0.37, 0.5]",1.9528
2025-01-29,arima,ALL,5,195280.3245077936,"MSFT, NFLX, AMZN, GOOGL, AAPL","META, INTC, AMZN, TSLA, NFLX","GOOGL, META, AAPL, TSLA, INTC","TSLA, AMZN, INTC, MSFT, AMD",NASDAQ,general,"[0.84, 0.07, 0.24, 0.58, 0.93]",1.9528
2025-01-30,arima,ALL,5,195280.3245077936,"AMZN, AAPL, NVDA, MSFT, META","TSLA, AAPL, AMZN, INTC, NFLX","MSFT, TSLA, GOOGL, AMZN, AAPL","AMZN, NVDA, NFLX, META, AAPL",NASDAQ,general,"[0.73, 0.09, 0.03, 0.45, 0.31]",1.9528
2025-01-31,arima,ALL,20,138529.31113298546,"META, NFLX, AMZN, AAPL, GOOGL","META, NFLX, TSLA, AAPL, MSFT","GOOGL, NVDA, AAPL, META, AMD","TSLA, GOOGL, NVDA, AMZN, META",NASDAQ,general,"[0.62, 0.04, 0.47, 0.2, 0.34]",1.3853
2025-02-01,arima,ALL,20,138529.31113298546,"AMD, GOOGL, AAPL, AMZN, META","MSFT, NFLX, NVDA, META, INTC","AMZN, META, INTC, AAPL, TSLA","NVDA, NFLX, TSLA, GOOGL, AMD",NASDAQ,general,"[0.86, 0.77, 0.37, 0.46, 0.29]",1.3853
2025-02-02,arima,ALL,20,138529.31113298546,"NFLX, AMZN, NVDA, AAPL, TSLA","AMZN, AMD, AAPL, META, GOOGL","AMD, MSFT, INTC, NFLX, AAPL","NVDA, MSFT, AMZN, NFLX, TSLA",NASDAQ,general,"[0.01, 0.71, 0.44, 0.89, 0.33]",1.3853
2025-02-03,arima,ALL,20,138529.31113298546,"META, AMD, MSFT, NVDA, AAPL","AMZN, INTC, TSLA, NFLX, GOOGL","NVDA, TSLA, AMZN, MSFT, AMD","AMD, TSLA, NFLX, META, NVDA",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.3853
2025-02-04,arima,ALL,20,138529.31113298546,"AAPL, INTC, NFLX, MSFT, AMZN","NFLX, AMZN, AMD, TSLA, AAPL","META, AAPL, MSFT, INTC, AMZN","TSLA, AMD, AMZN, NVDA, MSFT",NASDAQ,general,"[0.1, 0.46, 0.04, 0.55, 0.24]",1.3853
2025-02-05,arima,ALL,20,138529.31113298546,"AMZN, TSLA, GOOGL, META, AAPL","AMZN, AAPL, MSFT, NFLX, INTC","MSFT, TSLA, AMD, AAPL, NVDA","TSLA, GOOGL, NVDA, AMZN, META",NASDAQ,general,"[0.81, 0.32, 0.73, 0.48, 0.4]",1.3853
2025-02-06,arima,ALL,20,138529.31113298546,"GOOGL, NFLX, INTC, TSLA, MSFT","INTC, TSLA, META, NVDA, AMD","AMD, META, NVDA, GOOGL, AMZN","NVDA, MSFT, META, AAPL, AMD",NASDAQ,general,"[0.65, 0.48, 0.88, 0.84, 0.76]",1.3853
2025-02-07,arima,ALL,20,138529.31113298546,"AMD, GOOGL, AAPL, AMZN, META","META, NFLX, AMZN, MSFT, TSLA","GOOGL, INTC, MSFT, META, NFLX","META, AMD, NFLX, AAPL, AMZN",NASDAQ,general,"[0.11, 0.44, 0.39, 0.66, 0.37]",1.3853
2025-02-08,arima,ALL,20,138529.31113298546,"AMZN, TSLA, AMD, NVDA, META","AAPL, NVDA, GOOGL, AMD, NFLX","AMD, NVDA, TSLA, AMZN, INTC","TSLA, NVDA, NFLX, AMD, AAPL",NASDAQ,general,"[0.67, 0.52, 0.42, 0.03, 0.68]",1.3853
2025-02-09,arima,ALL,20,138529.31113298546,"AMZN, META, NFLX, GOOGL, AAPL","AMD, NVDA, INTC, NFLX, MSFT","GOOGL, NVDA, META, AMZN, MSFT","NVDA, GOOGL, TSLA, MSFT, AMD",NASDAQ,general,"[0.67, 0.52, 0.42, 0.03, 0.68]",1.3853
2025-02-10,arima,ALL,20,138529.31113298546,"NFLX, AMZN, NVDA, AAPL, TSLA","AAPL, AMD, META, AMZN, NVDA","INTC, META, NFLX, AMD, GOOGL","INTC, AAPL, AMD, META, NVDA",NASDAQ,general,"[0.67, 0.44, 0.91, 0.91, 0.98]",1.3853
2025-02-11,arima,ALL,20,138529.31113298546,"NFLX, AAPL, MSFT, AMD, GOOGL","AMD, NVDA, INTC, NFLX, MSFT","GOOGL, NVDA, AAPL, META, AMD","AMD, NVDA, AMZN, NFLX, MSFT",NASDAQ,general,"[0.91, 0.92, 0.82, 0.1, 0.8]",1.3853
2025-02-12,arima,ALL,20,138529.31113298546,"AMZN, NVDA, GOOGL, META, NFLX","INTC, AMD, TSLA, GOOGL, MSFT","NVDA, TSLA, AMZN, MSFT, AMD","AMZN, INTC, GOOGL, NVDA, AMD",NASDAQ,general,"[0.26, 0.09, 0.79, 0.33, 0.42]",1.3853
2025-02-13,arima,ALL,20,138529.31113298546,"AMZN, INTC, GOOGL, AMD, NFLX","AAPL, TSLA, NVDA, NFLX, AMZN","AAPL, GOOGL, NFLX, AMZN, META","INTC, AMZN, NFLX, AMD, TSLA",NASDAQ,general,"[0.88, 0.03, 0.99, 0.67, 0.84]",1.3853
2025-02-14,arima,ALL,20,138529.31113298546,"AMD, AMZN, NFLX, GOOGL, NVDA","META, AMZN, AMD, TSLA, AAPL","AMD, MSFT, TSLA, INTC, AAPL","TSLA, AMD, AMZN, NVDA, MSFT",NASDAQ,general,"[0.11, 0.33, 0.08, 0.94, 0.24]",1.3853
2025-02-15,arima,ALL,20,138529.31113298546,"GOOGL, MSFT, META, AMD, TSLA","META, INTC, TSLA, AMZN, NVDA","NFLX, GOOGL, MSFT, INTC, TSLA","AMZN, NFLX, INTC, AMD, TSLA",NASDAQ,general,"[0.05, 0.5, 0.91, 0.07, 0.0]",1.3853
2025-02-16,arima,ALL,20,138529.31113298546,"NVDA, INTC, AMZN, NFLX, AMD","AAPL, TSLA, INTC, META, MSFT","MSFT, TSLA, AMD, AAPL, NVDA","TSLA, GOOGL, AMD, INTC, AMZN",NASDAQ,general,"[0.62, 0.05, 0.25, 0.48, 0.11]",1.3853
2025-02-17,arima,ALL,20,138529.31113298546,"META, NFLX, AMZN, AAPL, GOOGL","META, INTC, AMZN, TSLA, NFLX","AMZN, MSFT, TSLA, AAPL, INTC","INTC, AMD, TSLA, GOOGL, AMZN",NASDAQ,general,"[0.74, 0.4, 0.43, 0.6, 0.14]",1.3853
2025-02-18,arima,ALL,20,138529.31113298546,"MSFT, INTC, TSLA, AMZN, NFLX","NVDA, GOOGL, META, NFLX, MSFT","AMD, MSFT, TSLA, INTC, AAPL","META, TSLA, MSFT, NFLX, AMZN",NASDAQ,general,"[0.51, 0.84, 0.05, 0.21, 0.43]",1.3853
2025-02-19,arima,ALL,20,138529.31113298546,"INTC, NVDA, MSFT, GOOGL, AMZN","TSLA, AAPL, MSFT, AMD, INTC","MSFT, NVDA, AMZN, AAPL, TSLA","TSLA, AMZN, INTC, MSFT, AMD",NASDAQ,general,"[0.41, 0.98, 0.19, 0.86, 0.05]",1.3853
2025-02-20,arima,ALL,5,177826.18415424332,"GOOGL, AMZN, AAPL, MSFT, AMD","INTC, AAPL, GOOGL, MSFT, NFLX","GOOGL, AMZN, NFLX, MSFT, TSLA","TSLA, AMD, AAPL, META, NVDA",NASDAQ,general,"[0.15, 0.14, 0.49, 0.81, 0.5]",1.7783
2025-02-21,arima,ALL,5,177826.18415424332,"MSFT, INTC, NFLX, NVDA, TSLA","TSLA, AAPL, AMZN, INTC, NFLX","AAPL, GOOGL, NFLX, AMZN, META","NFLX, MSFT, AMD, TSLA, AAPL",NASDAQ,general,"[0.47, 0.27, 0.24, 0.97, 0.86]",1.7783
2025-02-22,arima,ALL,5,177826.18415424332,"NFLX, GOOGL, AMZN, NVDA, INTC","AMZN, NVDA, AMD, NFLX, INTC","AMD, MSFT, AAPL, GOOGL, NVDA","NVDA, AMZN, GOOGL, NFLX, AMD",NASDAQ,general,"[0.01, 0.71, 0.44, 0.89, 0.33]",1.7783
2025-02-23,arima,ALL,5,177826.18415424332,"META, AMD, MSFT, NVDA, AAPL","AMZN, AAPL, MSFT, NFLX, INTC","MSFT, TSLA, AMD, GOOGL, INTC","AMD, NVDA, AMZN, NFLX, MSFT",NASDAQ,general,"[0.11, 0.33, 0.08, 0.94, 0.24]",1.7783
2025-02-24,arima,ALL,5,177826.18415424332,"MSFT, NFLX, NVDA, INTC, AAPL","AAPL, AMD, META, AMZN, NVDA","MSFT, INTC, AAPL, TSLA, AMZN","NVDA, MSFT, AAPL, META, INTC",NASDAQ,general,"[0.22, 0.54, 0.84, 0.43, 0.15]",1.7783
2025-02-25,arima,ALL,5,193209.8773566632,"META, NFLX, AMD, INTC, MSFT","AAPL, INTC, MSFT, NVDA, TSLA","MSFT, NVDA, AMD, AAPL, META","AMD, TSLA, AAPL, INTC, GOOGL",NASDAQ,general,"[0.31, 0.33, 0.39, 0.56, 0.47]",1.9321
2025-02-26,arima,ALL,5,193209.8773566632,"AMZN, TSLA, AAPL, NVDA, AMD","INTC, AMD, TSLA, GOOGL, MSFT","META, AAPL, NFLX, MSFT, TSLA","AMZN, INTC, GOOGL, NVDA, AMD",NASDAQ,general,"[0.15, 0.14, 0.49, 0.81, 0.5]",1.9321
2025-02-27,arima,ALL,5,193209.8773566632,"GOOGL, NFLX, INTC, AAPL, TSLA","AAPL, MSFT, NVDA, GOOGL, META","NVDA, META, AMD, GOOGL, INTC","GOOGL, AAPL, META, NFLX, AMD",NASDAQ,general,"[0.65, 0.48, 0.88, 0.84, 0.76]",1.9321
2025-02-28,arima,ALL,5,193209.8773566632,"INTC, AMD, AMZN, NFLX, NVDA","NFLX, AMZN, AMD, TSLA, AAPL","INTC, NFLX, MSFT, AMZN, TSLA","NVDA, GOOGL, TSLA, MSFT, AMD",NASDAQ,general,"[0.86, 0.94, 0.37, 0.55, 0.15]",1.9321
2025-03-01,arima,ALL,5,193209.8773566632,"META, AMZN, MSFT, AMD, NFLX","NVDA, AAPL, AMZN, MSFT, GOOGL","GOOGL, META, NFLX, MSFT, INTC","AMD, TSLA, AAPL, INTC, GOOGL",NASDAQ,general,"[0.05, 0.43, 0.39, 0.51, 0.58]",1.9321
2025-03-02,arima,ALL,1,137604.41399358114,"NVDA, INTC, AAPL, TSLA, META","NVDA, NFLX, AAPL, GOOGL, MSFT","NVDA, TSLA, AMZN, MSFT, AMD","NVDA, MSFT, AAPL, META, INTC",NASDAQ,general,"[0.11, 0.33, 0.08, 0.94, 0.24]",1.376
2025-03-03,arima,ALL,1,172697.95792389626,"META, NVDA, GOOGL, TSLA, AMD","TSLA, MSFT, META, AAPL, GOOGL","META, AMZN, INTC, NVDA, GOOGL","AAPL, META, AMZN, NFLX, NVDA",NASDAQ,general,"[0.11, 0.33, 0.08, 0.94, 0.24]",1.727
2025-03-04,arima,ALL,5,191073.00934506464,"AAPL, AMD, NFLX, TSLA, MSFT","META, INTC, AMZN, TSLA, NFLX","NVDA, NFLX, INTC, AMD, META","NVDA, NFLX, TSLA, AAPL, MSFT",NASDAQ,general,"[0.86, 0.94, 0.37, 0.55, 0.15]",1.9107
2025-03-05,arima,ALL,5,191073.00934506464,"AMZN, MSFT, NVDA, AAPL, GOOGL","META, INTC, TSLA, AMZN, NVDA","GOOGL, AMD, NFLX, TSLA, AMZN","INTC, NFLX, AMD, AAPL, META",NASDAQ,general,"[0.18, 0.7, 0.17, 0.7, 0.35]",1.9107
2025-03-06,arima,ALL,5,191073.00934506464,"AMZN, AMD, NFLX, GOOGL, META","META, AAPL, TSLA, NFLX, INTC","AAPL, TSLA, AMD, NVDA, META","MSFT, AMD, INTC, META, NVDA",NASDAQ,general,"[0.74, 0.4, 0.43, 0.6, 0.14]",1.9107
2025-03-07,arima,ALL,5,191073.00934506464,"AAPL, AMD, MSFT, NFLX, AMZN","TSLA, MSFT, AMD, INTC, NVDA","AMD, MSFT, INTC, NFLX, AAPL","AAPL, INTC, NVDA, AMD, AMZN",NASDAQ,general,"[0.81, 0.97, 0.17, 0.73, 0.96]",1.9107
2025-03-08,arima,ALL,5,191073.00934506464,"GOOGL, MSFT, INTC, META, NVDA","INTC, MSFT, NFLX, GOOGL, META","GOOGL, META, NFLX, MSFT, INTC","NVDA, AMD, INTC, GOOGL, NFLX",NASDAQ,general,"[0.74, 0.45, 0.86, 0.54, 0.14]",1.9107
2025-03-09,arima,ALL,1,145764.02368804754,"AMZN, MSFT, NVDA, AAPL, GOOGL","AAPL, TSLA, AMD, GOOGL, NVDA","TSLA, AAPL, META, AMZN, MSFT","MSFT, NFLX, AMZN, AAPL, TSLA",NASDAQ,general,"[0.27, 0.21, 0.09, 0.57, 0.46]",1.4576
2025-03-10,arima,ALL,20,132127.29235407294,"MSFT, AAPL, NVDA, NFLX, AMZN","AAPL, INTC, MSFT, NVDA, TSLA","META, INTC, AMZN, NVDA, GOOGL","AMZN, NFLX, INTC, AMD, TSLA",NASDAQ,general,"[0.7, 0.3, 0.36, 0.6, 0.38]",1.3213
2025-03-11,arima,ALL,20,132127.29235407294,"AMD, GOOGL, AAPL, AMZN, META","AMD, NVDA, INTC, NFLX, MSFT","AMZN, NFLX, GOOGL, INTC, TSLA","NFLX, AMD, NVDA, META, GOOGL",NASDAQ,general,"[0.62, 0.14, 0.63, 0.53, 0.82]",1.3213
2025-03-12,arima,ALL,20,132127.29235407294,"AMZN, TSLA, META, AAPL, AMD","AMD, META, GOOGL, AMZN, AAPL","NFLX, AMD, META, INTC, AAPL","AAPL, NVDA, AMD, AMZN, TSLA",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.3213
2025-03-13,arima,ALL,20,132127.29235407294,"META, MSFT, AMZN, TSLA, GOOGL","AMD, AAPL, GOOGL, INTC, TSLA","GOOGL, AMD, NFLX, TSLA, AMZN","NFLX, MSFT, AMD, TSLA, AAPL",NASDAQ,general,"[0.1, 0.46, 0.04, 0.55, 0.24]",1.3213
2025-03-14,arima,ALL,20,132127.29235407294,"META, INTC, GOOGL, NVDA, MSFT","META, AMZN, AMD, TSLA, AAPL","META, INTC, TSLA, NFLX, AAPL","MSFT, NVDA, AAPL, AMZN, TSLA",NASDAQ,general,"[0.73, 0.05, 0.42, 0.69, 0.97]",1.3213
2025-03-15,arima,ALL,20,132127.29235407294,"META, NVDA, GOOGL, AMZN, INTC","AMZN, MSFT, META, AMD, NVDA","MSFT, AMD, INTC, NFLX, AMZN","META, AMZN, AMD, GOOGL, NFLX",NASDAQ,general,"[0.91, 0.63, 0.93, 0.98, 0.82]",1.3213
2025-03-16,arima,ALL,20,132127.29235407294,"GOOGL, TSLA, MSFT, INTC, NFLX","AAPL, TSLA, AMD, GOOGL, NVDA","GOOGL, AMZN, NFLX, MSFT, TSLA","META, MSFT, AAPL, TSLA, NFLX",NASDAQ,general,"[0.26, 0.24, 0.98, 0.46, 0.45]",1.3213
2025-03-17,arima,ALL,20,132127.29235407294,"META, AMD, MSFT, NVDA, AAPL","NVDA, NFLX, AAPL, GOOGL, MSFT","AAPL, GOOGL, NVDA, NFLX, META","INTC, AAPL, AMZN, NVDA, TSLA",NASDAQ,general,"[0.44, 0.15, 0.29, 0.03, 0.79]",1.3213
2025-03-18,arima,ALL,20,132127.29235407294,"AMD, AAPL, NVDA, MSFT, GOOGL","MSFT, META, TSLA, GOOGL, AAPL","META, INTC, NFLX, AMZN, NVDA","META, MSFT, AAPL, TSLA, NFLX",NASDAQ,general,"[0.74, 0.35, 0.28, 0.82, 0.12]",1.3213
2025-03-19,arima,ALL,20,132127.29235407294,"GOOGL, NFLX, INTC, TSLA, MSFT","AMD, AAPL, NFLX, INTC, NVDA","TSLA, AMZN, META, AAPL, GOOGL","AAPL, AMZN, GOOGL, NFLX, TSLA",NASDAQ,general,"[0.95, 0.86, 0.66, 0.2, 0.74]",1.3213
2025-03-20,arima,ALL,20,132127.29235407294,"AMZN, MSFT, NVDA, AAPL, GOOGL","AMD, AAPL, NFLX, INTC, NVDA","META, AMZN, INTC, NVDA, GOOGL","MSFT, INTC, AMZN, TSLA, NFLX",NASDAQ,general,"[0.35, 0.39, 0.92, 0.86, 0.41]",1.3213
2025-03-21,arima,ALL,20,132127.29235407294,"TSLA, INTC, MSFT, NVDA, NFLX","TSLA, AMZN, INTC, META, NFLX","AMZN, MSFT, TSLA, AAPL, INTC","INTC, META, NFLX, AMZN, TSLA",NASDAQ,general,"[0.74, 0.45, 0.86, 0.54, 0.14]",1.3213
2025-03-22,arima,ALL,20,132127.29235407294,"MSFT, NFLX, NVDA, INTC, AAPL","NVDA, AMZN, META, AMD, AAPL","GOOGL, META, AAPL, TSLA, INTC","NVDA, NFLX, META, AMD, GOOGL",NASDAQ,general,"[0.83, 0.61, 0.48, 0.46, 0.15]",1.3213
2025-03-23,arima,ALL,20,132127.29235407294,"NFLX, GOOGL, AMZN, NVDA, INTC","AMD, NVDA, INTC, NFLX, MSFT","AMD, GOOGL, MSFT, INTC, NVDA","NFLX, MSFT, AMD, TSLA, AAPL",NASDAQ,general,"[0.24, 0.61, 0.04, 0.52, 0.39]",1.3213
2025-03-24,arima,ALL,20,132127.29235407294,"INTC, AMD, TSLA, GOOGL, NFLX","AAPL, AMD, META, AMZN, NVDA","AMD, NFLX, TSLA, INTC, META","NVDA, AMD, TSLA, INTC, MSFT",NASDAQ,general,"[0.37, 0.53, 0.57, 0.44, 0.78]",1.3213
2025-03-25,arima,ALL,20,132127.29235407294,"GOOGL, AMD, AMZN, NFLX, META","AAPL, MSFT, AMD, TSLA, META","GOOGL, META, AMZN, INTC, AMD","NVDA, MSFT, AAPL, NFLX, INTC",NASDAQ,general,"[0.41, 0.98, 0.19, 0.86, 0.05]",1.3213
2025-03-26,arima,ALL,20,132127.29235407294,"META, NVDA, TSLA, GOOGL, AMZN","AAPL, MSFT, META, AMD, NVDA","GOOGL, NVDA, AAPL, META, AMD","NVDA, GOOGL, TSLA, MSFT, AMD",NASDAQ,general,"[0.27, 0.21, 0.09, 0.57, 0.46]",1.3213
2025-03-27,arima,ALL,20,132127.29235407294,"GOOGL, NFLX, NVDA, AMD, MSFT","META, INTC, AMZN, TSLA, NFLX","META, INTC, NFLX, AMZN, NVDA","AMD, TSLA, NFLX, META, NVDA",NASDAQ,general,"[0.21, 0.22, 0.12, 0.33, 0.3]",1.3213
2025-03-28,arima,ALL,20,132127.29235407294,"NVDA, MSFT, META, NFLX, AMZN","MSFT, NFLX, NVDA, META, INTC","TSLA, META, AMZN, GOOGL, AMD","INTC, META, MSFT, AMD, AAPL",NASDAQ,general,"[0.73, 0.05, 0.42, 0.69, 0.97]",1.3213
2025-03-29,arima,ALL,20,132127.29235407294,"NVDA, TSLA, NFLX, GOOGL, AMD","TSLA, META, NVDA, GOOGL, AMD","META, AMZN, INTC, NVDA, GOOGL","AMZN, NFLX, INTC, AMD, TSLA",NASDAQ,general,"[0.67, 0.21, 0.63, 0.08, 0.62]",1.3213
